report_id,well_id,report_date,report_time,measured_depth_ft,tvd_ft,hole_size_in,rop_ft_hr,wob_klbs,rpm,torque_ft_lbs,spp_psi,mud_weight_ppg,flow_rate_gpm,pit_volume_bbl,gas_units,activity_code,activity_description,formation,npt_hours,npt_category,remarks,pv_cp,yp_lb_100sqft,gel_10s,gel_10min,fluid_loss_cc_30min,mud_chlorides_ppm,ph,mbt,solids_pct,inclination_deg,azimuth_deg,dogleg_severity_deg_100ft,slide_footage_ft,rotate_footage_ft,motor_yield_deg,toolface,bha_number,bit_type,bit_manufacturer,bit_model,nozzle_sizes,motor_od_in,motor_bend_deg,mwd_type,annular_pressure_loss_psi,apl_source
DDR-113,EF-2201,2025-02-24,14:00,10187,9144,12.25,0,0,0,0,0,9.9,0,1262,8,NPT,Waiting on cement crew,Austin Chalk,3,logistics,"WOC cement. Crew delayed - road conditions. 3.0hrs NPT. On location now, mixing cement.",11,14,5,10,5.0,33000,10.8,18,10.2,0,0,0,0,0,9.625,,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,0.0,N/A
DDR-114,EF-2201,2025-02-24,18:00,10187,9144,12.25,0,0,0,0,0,10.2,0,1196,10,CASE,Running casing,Austin Chalk,0,,"RIH w/ 9-5/8"" csg to 10187'. Running 43.5# P-110 VAM TOP. Centralizers every 3rd jt. No issues.",11,14,5,10,5.0,33000,10.8,18,10.2,0,0,0,0,0,9.625,,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,0.0,N/A
DDR-115,EF-2201,2025-02-25,06:00,10303,9204,12.25,58,30,127,13325,3052,9.9,839,1140,27,DRILL,Drilling ahead - ROP improving,Austin Chalk,0,,"Drlg 10233 to 10303 in A Chalk. Good hole. 58fph rotating. Torque 13k, no drag noted.",11,14,5,10,5.0,33000,10.8,18,10.2,89.5,53,1.9,6,74,9.625,GTF,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,410.1,calculated
DDR-116,EF-2201,2025-02-25,10:00,10427,9268,12.25,62,34,131,8290,2937,9.9,834,1244,-1,DRILL,Drilling ahead - slight torque increase,Austin Chalk,0,,Drlg ahead in Austin Chk @ 10427ft. ROP 62fph. Slide 35ft rotate 45ft this stand. TF GTF.,11,14,5,10,5.0,33000,10.8,18,10.2,90.5,53,2.1,35,45,9.625,GTF,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,293.4,calculated
DDR-117,EF-2201,2025-02-25,14:00,10541,9326,12.25,57,29,123,11778,2895,9.7,827,1155,31,DRILL,Drilling ahead,Austin Chalk,0,,"Making hole 10484-10541. Austin Chalk fm. 57fph, WOB 29k, RPM 123. PV 11 YP 14. Good progress.",11,14,5,10,5.0,33000,10.8,18,10.2,89.2,50,1.6,27,53,9.625,GTF,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,438.6,calculated
DDR-118,EF-2201,2025-02-25,18:00,10541,9326,12.25,0,0,0,0,0,9.9,0,1200,5,NPT,BOP test,Austin Chalk,4,equipment,MWD tool quit sending surveys @ 10541'. Tripped to replace. 4.0hrs. New tool checks good.,11,14,5,10,5.0,33000,10.8,18,10.2,0,0,0,0,0,9.625,,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,0.0,N/A
DDR-119,EF-2201,2025-02-26,06:00,10541,9326,12.25,0,0,0,0,0,9.9,0,1221,7,NPT,Stuck pipe - working free,Austin Chalk,5,wellbore,Flow check after gas cut returns. Gas 90 units. Shut in - no flow. Weighted up to 10.1ppg. 5.0hrs NPT.,11,14,5,10,5.0,33000,10.8,18,10.2,0,0,0,0,0,9.625,,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,0.0,N/A
DDR-120,EF-2201,2025-02-26,10:00,10659,9387,12.25,59,24,135,13306,2782,10.1,806,1300,8,DRILL,Drilling ahead - steady,Austin Chalk,0,,"Drlg A Chalk 10609-10659'. Hit softer streak ~10647, ROP jumped to 73fph briefly. Avg 59fph for stand.",11,14,5,10,5.0,33000,10.8,18,10.2,90.0,46,1.9,19,61,9.625,GTF,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,374.0,calculated
DDR-121,EF-2201,2025-02-26,14:00,10773,9446,12.25,57,26,116,8873,2855,9.8,823,1220,9,DRILL,Drilling ahead - good progress,Austin Chalk,0,,Cont drilling Austin Chk. Depth 10773'. 57fph. Torque trending up slightly - 8k ft-lbs. Monitoring. WOB 26k.,11,14,5,10,5.0,33000,10.8,18,10.2,90.5,51,1.1,31,49,9.625,GTF,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,342.7,calculated
DDR-122,EF-2201,2025-02-26,18:00,10913,9518,12.25,70,28,137,10905,2841,10.3,849,1215,4,DRILL,Drilling ahead - slight torque increase,Austin Chalk,0,,"Drlg ahead 10913' in Austin Chk. Hard streak ~10896', backed off WOB to 25k. ROP dropped to 55fph for ~23ft then picked back up.",11,14,5,10,5.0,33000,10.8,18,10.2,89.3,49,1.3,22,58,9.625,MTF,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,296.2,calculated
DDR-123,EF-2201,2025-02-27,06:00,11053,9591,12.25,70,24,130,11091,2575,9.8,835,1273,15,DRILL,Drilling ahead - slight torque increase,Austin Chalk,0,,Drilling 11002-11053 Austin Chalk. Steady params - 24k WOB 130rpm. Gas bgd 15 units. MW 9.8. No connection gas.,11,14,5,10,5.0,33000,10.8,18,10.2,89.9,52,3.2,31,49,9.625,MTF,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,319.4,calculated
DDR-124,EF-2201,2025-02-27,10:00,11167,9649,12.25,57,21,123,11112,3035,10.0,832,1172,-4,DRILL,Drilling ahead - steady,Austin Chalk,0,,Drlg A Chalk. Made 79ft this tour. Avg ROP 57fph. Bit looks good per MWD. SPP 3035.,11,14,5,10,5.0,33000,10.8,18,10.2,89.7,57,2.2,3,77,9.625,MTF,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,330.0,calculated
DDR-125,EF-2201,2025-02-27,14:00,11275,9705,12.25,54,24,129,14431,2740,9.7,824,1241,24,DRILL,Drilling ahead - ROP improving,Austin Chalk,0,,Cont drlg in Austin Chk @ 11275'. 54fph. Slight torque increase last 2 stands - up to 14k. Working pipe freely on connections.,11,14,5,10,5.0,33000,10.8,18,10.2,90.5,51,1.9,31,49,9.625,GTF,2,PDC,Schlumberger,Smith Stinger,12-12-13-13-13,9.625,1.00,Schlumberger TeleScope,336.5,calculated
DDR-126,BAK-1456,2025-02-16,06:00,9703,9441,8.5,26,20,93,7141,3767,11.2,577,919,28,DRILL,Drilling ahead,Middle Bakken,0,,Drlg ahead 9650-9703' Mid Bak. Good drlg. 26fph avg. MW 11.2ppg. Circ clean on connections. No fill on btm.,18,20,7,14,4.5,56000,10.3,25,13.0,90.3,317,1.1,35,45,6.75,GTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,354.6,calculated
DDR-127,BAK-1456,2025-02-16,10:00,9761,9492,8.5,29,23,102,8211,3644,11.3,593,979,17,DRILL,Drilling ahead - steady,Middle Bakken,0,,"Making hole in Mid Bakken. 9761' MD. ROP 29fph, WOB 23k, RPM 102. Tight hole noted ~9739' - reamed thru ok.",18,20,7,14,4.5,56000,10.3,25,13.0,90.5,314,1.7,11,69,6.75,MTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,376.5,calculated
DDR-128,BAK-1456,2025-02-16,14:00,9823,9546,8.5,31,18,90,7159,3713,11.3,567,1002,22,DRILL,Drilling ahead - slight torque increase,Middle Bakken,0,,Drlg Mid Bakken lateral. 31fph. Inc 91.8 az 314.0. DLS ok. Slide ratio 4/76. TF MTF.,18,20,7,14,4.5,56000,10.3,25,13.0,91.8,314,1.7,4,76,6.75,MTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,353.2,calculated
DDR-129,BAK-1456,2025-02-16,18:00,9869,9586,8.5,23,17,94,10212,3869,11.4,615,964,25,DRILL,Drilling ahead,Middle Bakken,0,,Drilling 9818 to 9869ft M Bakken. Gas show 25 units @ 9859'. Trip gas only - no connection gas. Cont drlg.,18,20,7,14,4.5,56000,10.3,25,13.0,91.2,315,0.9,36,44,6.75,MTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,287.5,calculated
DDR-130,BAK-1456,2025-02-17,06:00,9869,9586,8.5,0,0,0,0,0,11.2,0,978,19,NPT,Waiting on equipment - MWD failure,Middle Bakken,3,equipment,"Scheduled BOP test. Tested blind rams, pipe rams, annular to rated WP. All good. 3.0hrs.",18,20,7,14,4.5,56000,10.3,25,13.0,0,0,0,0,0,6.75,,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,0.0,N/A
DDR-131,BAK-1456,2025-02-17,10:00,9869,9586,8.5,0,0,0,0,0,11.3,0,936,6,TRIP,Tripping for survey/bit check,Middle Bakken,0,,"RIH new 8.5"" PDC bit. Tripped to 9869' in 5hrs. No tight spots. On btm, circ btms up.",18,20,7,14,4.5,56000,10.3,25,13.0,0,0,0,0,0,6.75,,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,0.0,N/A
DDR-132,BAK-1456,2025-02-17,14:00,9917,9628,8.5,24,15,109,10946,4033,11.3,596,976,13,DRILL,Drilling ahead - good progress,Middle Bakken,0,,Drlg ahead Mid Bak @ 9917'. 24fph. Torque 10k steady. Good cuttings returns - grey shale w/ some calc stringers.,18,20,7,14,4.5,56000,10.3,25,13.0,91.3,313,1.2,34,46,6.75,GTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,338.6,calculated
DDR-133,BAK-1456,2025-02-17,18:00,9975,9679,8.5,29,19,81,9437,3825,11.5,565,976,27,DRILL,Drilling ahead,Middle Bakken,0,,Cont drlg 9923-9975 in Mid Bakken. 29fph. Pumps running 3825 psi. Flow rate good. No losses.,18,20,7,14,4.5,56000,10.3,25,13.0,91.8,310,1.2,14,66,6.75,GTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,345.7,calculated
DDR-134,BAK-1456,2025-02-18,06:00,9975,9679,8.5,0,0,0,0,0,11.4,0,959,18,NPT,Rig repair - top drive,Middle Bakken,3,equipment,"TD motor tripped thermal protection. Let cool 1hr, replaced coolant lines. 3.0hrs total NPT.",18,20,7,14,4.5,56000,10.3,25,13.0,0,0,0,0,0,6.75,,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,0.0,N/A
DDR-135,BAK-1456,2025-02-18,10:00,10075,9767,8.5,50,23,98,8232,3898,11.2,577,925,19,DRILL,Drilling ahead - steady,Middle Bakken,0,,Drlg Mid Bak. 10075' MD 9767' TVD. 50fph. WOB 23k. Bit hrs 58. Running good.,18,20,7,14,4.5,56000,10.3,25,13.0,92.0,315,2.3,33,47,6.75,MTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,409.7,calculated
DDR-136,BAK-1456,2025-02-18,14:00,10133,9817,8.5,29,18,114,8685,3777,11.3,593,971,27,DRILL,Drilling ahead,Middle Bakken,0,,Drilling ahead in Mid Bakken. Made 44' this rpt. 29fph avg. MW 11.3 ppg. Torque 8k ft-lbs. SPP 3777.,18,20,7,14,4.5,56000,10.3,25,13.0,91.0,316,0.3,1,79,6.75,GTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,389.6,calculated
DDR-137,BAK-1456,2025-02-18,18:00,10199,9875,8.5,33,21,97,8414,3726,11.5,585,959,27,DRILL,Drilling ahead - steady,Middle Bakken,0,,Drlg Mid Bak 10199'. ROP 33fph. Cuttings look good - Mid Bak characteristic. Gas bgd 27u. No issues to report.,18,20,7,14,4.5,56000,10.3,25,13.0,91.8,311,1.0,27,53,6.75,GTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,386.8,calculated
DDR-138,BAK-1456,2025-02-19,06:00,10269,9936,8.5,35,19,90,7973,3678,11.4,603,975,22,DRILL,Drilling ahead - slight torque increase,Middle Bakken,0,,Cont drlg Mid Bak. 10226-10269'. Rotary drlg 35fph. WOB 19k RPM 90. Hole in gauge per caliper.,18,20,7,14,4.5,56000,10.3,25,13.0,91.6,313,0.9,21,59,6.75,GTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,344.1,calculated
DDR-139,BAK-1456,2025-02-19,10:00,10269,9936,8.5,0,0,0,0,0,11.4,0,907,4,TRIP,Tripping for survey/bit check,Middle Bakken,0,,Running in hole w/ BHA #3. New NOV ReedHycalog bit. To btm in 6hrs. Ready to drill.,18,20,7,14,4.5,56000,10.3,25,13.0,0,0,0,0,0,6.75,,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,0.0,N/A
DDR-140,BAK-1456,2025-02-19,14:00,10317,9978,8.5,24,19,100,6751,3580,11.2,590,932,29,DRILL,Drilling ahead - ROP improving,Middle Bakken,0,,Drlg ahead M Bakken. Depth 10317'. Avg 24fph. Slight drag on connections ~8k over string wt. Working thru.,18,20,7,14,4.5,56000,10.3,25,13.0,91.3,315,1.0,11,69,6.75,GTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,363.6,calculated
DDR-141,BAK-1456,2025-02-19,18:00,10391,10000,8.5,37,17,96,8730,4204,11.2,565,938,34,DRILL,Drilling ahead - good progress,Middle Bakken,0,,Making hole Mid Bak @ 10391ft. 37fph. MW 11.2ppg. PV/YP 18/20. Solids 13.0%. Mud in spec.,18,20,7,14,4.5,56000,10.3,25,13.0,93.0,323,0.9,24,56,6.75,GTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,353.0,calculated
DDR-142,BAK-1456,2025-02-24,06:00,10536,10034,8.5,29,27,105,6382,4005,11.5,607,989,28,DRILL,Drilling ahead - steady,Three Forks,0,,"Drlg ahead 10483-10536 in 3 Forks. Avg 29fph, WOB 27k, 105rpm. Torque running 6k ft-lbs. MW 11.5 ppg. No issues.",18,20,7,14,4.5,56000,10.3,25,13.0,91.3,312,1.6,9,71,6.75,GTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,386.2,calculated
DDR-143,BAK-1456,2025-02-24,10:00,10600,10035,8.5,32,17,85,7318,3937,11.7,627,1055,47,DRILL,Drilling ahead - ROP improving,Three Forks,0,,"Drlg 10560-10600' TF. ROP 32 fph avg. Bit running smooth. SPP 3937, torque steady ~7k.",18,20,7,14,4.5,56000,10.3,25,13.0,92.2,314,1.0,32,48,6.75,GTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,351.1,calculated
DDR-144,BAK-1456,2025-02-24,14:00,10600,10035,8.5,0,0,0,0,0,11.6,0,965,23,CIRC,Circulating - conditioning mud,Three Forks,0,,Circ & condition @ 10600'. Btms up clean. No gas. MW 11.6ppg. Hole in good shape.,18,20,7,14,4.5,56000,10.3,25,13.0,0,0,0,0,0,6.75,,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,0.0,N/A
DDR-145,BAK-1456,2025-02-24,18:00,10660,10036,8.5,30,18,92,9004,3805,11.8,589,967,33,DRILL,Drilling ahead - ROP improving,Three Forks,0,,Drilling ahead thru Three Forks @ 10660'. Making 30fph w/ 18k WOB. Gas 33 units bgd. Inc 91.0 az 312.0.,18,20,7,14,4.5,56000,10.3,25,13.0,91.0,312,0.9,20,60,6.75,GTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,327.0,calculated
DDR-146,BAK-1456,2025-02-25,06:00,10660,10036,8.5,0,0,0,0,0,12.0,0,972,18,NPT,Rig repair - top drive,Three Forks,5,equipment,Mud pump #3 down - blown liner. Replaced liner & piston. 5.0hrs to repair. Back online.,18,20,7,14,4.5,56000,10.3,25,13.0,0,0,0,0,0,6.75,,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,0.0,N/A
DDR-147,BAK-1456,2025-02-25,10:00,10660,10036,8.5,0,0,0,0,0,11.5,0,947,13,NPT,Waiting on equipment - MWD failure,Three Forks,2,equipment,MWD failure @ 10660'. POOH to replace tool. 2.0hrs NPT. RIH w/ new MWD - surveys good.,18,20,7,14,4.5,56000,10.3,25,13.0,0,0,0,0,0,6.75,,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,0.0,N/A
DDR-148,BAK-1456,2025-02-25,14:00,10660,10036,8.5,0,0,0,0,0,11.8,0,1026,16,NPT,Rig repair - top drive,Three Forks,3,equipment,"Top drive motor overheating. Shut down, flushed cooling system, replaced filter. 3.0hrs repair time.",18,20,7,14,4.5,56000,10.3,25,13.0,0,0,0,0,0,6.75,,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,0.0,N/A
DDR-149,BAK-1456,2025-02-25,18:00,10660,10036,8.5,0,0,0,0,0,11.4,0,981,8,CIRC,Circulating - conditioning mud,Three Forks,0,,Short circ - btms up prior to connection. Returns clean. MW 11.4ppg. PV 18 YP 20. Cont ops.,18,20,7,14,4.5,56000,10.3,25,13.0,0,0,0,0,0,6.75,,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,0.0,N/A
DDR-150,BAK-1456,2025-02-26,06:00,10706,10037,8.5,23,20,92,10037,4105,11.9,558,958,39,DRILL,Drilling ahead,Three Forks,0,,"Cont drlg TF. 23fph, 20k WOB, 4105 SPP. Hole cleaning good - returns clean. MW 11.9ppg.",18,20,7,14,4.5,56000,10.3,25,13.0,91.9,310,0.9,4,76,6.75,GTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,364.5,calculated
DDR-151,BAK-1456,2025-02-26,10:00,10706,10037,8.5,0,0,0,0,0,11.6,0,970,22,NPT,Waiting on weather - high winds,Three Forks,4,weather,WOW - wind exceeding 50mph sustained. No crane ops. Crew on standby 4.0hrs.,18,20,7,14,4.5,56000,10.3,25,13.0,0,0,0,0,0,6.75,,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,0.0,N/A
DDR-152,BAK-1456,2025-02-26,14:00,10752,10037,8.5,23,20,96,10395,3699,11.8,605,936,35,DRILL,Drilling ahead - ROP improving,Three Forks,0,,"Drlg 10691 to 10752 in Three Forks. Good hole. 23fph rotating. Torque 10k, no drag noted.",18,20,7,14,4.5,56000,10.3,25,13.0,91.3,311,1.0,34,46,6.75,GTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,313.3,calculated
DDR-153,BAK-1456,2025-02-26,18:00,10752,10037,8.5,0,0,0,0,0,11.3,0,952,20,NPT,Stuck pipe - working free,Three Forks,1,wellbore,Stuck pipe @ 10752'. Worked pipe 1.0hrs - overpull 94k over string wt. Spotted 32bbl oil pill. Came free.,18,20,7,14,4.5,56000,10.3,25,13.0,0,0,0,0,0,6.75,,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,0.0,N/A
DDR-154,BAK-1456,2025-02-27,06:00,10830,10039,8.5,39,20,90,8514,4415,11.7,571,991,38,DRILL,Drilling ahead,Three Forks,0,,Drlg ahead in Three Forks @ 10830ft. ROP 39fph. Slide 27ft rotate 53ft this stand. TF GTF.,18,20,7,14,4.5,56000,10.3,25,13.0,91.5,318,1.1,27,53,6.75,GTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,343.7,calculated
DDR-155,BAK-1456,2025-02-27,10:00,10892,10040,8.5,31,22,90,9705,4102,11.8,582,937,37,DRILL,Drilling ahead,Three Forks,0,,"Making hole 10815-10892. TF fm. 31fph, WOB 22k, RPM 90. PV 18 YP 20. Good progress.",18,20,7,14,4.5,56000,10.3,25,13.0,91.5,314,1.8,22,58,6.75,GTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,366.6,calculated
DDR-156,BAK-1456,2025-02-27,14:00,10930,10041,8.5,19,16,99,8898,3760,11.7,605,1005,31,DRILL,Drilling ahead - steady,Three Forks,0,,"Drlg 3 Forks 10856-10930'. Hit softer streak ~10886, ROP jumped to 30fph briefly. Avg 19fph for stand.",18,20,7,14,4.5,56000,10.3,25,13.0,91.5,310,1.2,7,73,6.75,GTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,361.0,calculated
DDR-157,BAK-1456,2025-02-27,18:00,11008,10042,8.5,39,18,81,9255,3872,11.7,593,949,31,DRILL,Drilling ahead - slight torque increase,Three Forks,0,,Cont drilling Three Forks. Depth 11008'. 39fph. Torque trending up slightly - 9k ft-lbs. Monitoring. WOB 18k.,18,20,7,14,4.5,56000,10.3,25,13.0,92.0,315,1.6,34,46,6.75,GTF,3,PDC,NOV,ReedHycalog,10-10-11-11-11,6.75,1.25,NOV Tolteq,325.4,calculated
DDR-158,DL-0773,2025-02-16,06:00,8947,8351,8.75,48,20,142,7861,3959,12.7,659,973,45,DRILL,Drilling ahead - good progress,Bone Spring Lower,0,,"Drlg ahead 8947' in BS Lower. Hard streak ~8920', backed off WOB to 17k. ROP dropped to 33fph for ~27ft then picked back up.",22,24,8,16,3.8,64000,10.2,28,15.0,85.6,199,4.1,15,65,6.75,MTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,368.9,calculated
DDR-159,DL-0773,2025-02-16,10:00,8947,8351,8.75,0,0,0,0,0,12.6,0,961,24,TRIP,Tripping for survey/bit check,Bone Spring Lower,0,,Trip in - new bit. RIH to 8947'. 4hrs. Reamed last 2 stands to btm. On btm drilling.,22,24,8,16,3.8,64000,10.2,28,15.0,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-160,DL-0773,2025-02-16,14:00,8979,8381,8.75,16,18,130,10610,4470,12.7,647,971,57,DRILL,Drilling ahead - ROP improving,Bone Spring Lower,0,,Drilling 8909-8979 BS Lower. Steady params - 18k WOB 130rpm. Gas bgd 57 units. MW 12.7. No connection gas.,22,24,8,16,3.8,64000,10.2,28,15.0,85.1,208,3.9,19,61,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,342.8,calculated
DDR-161,DL-0773,2025-02-16,18:00,9045,8443,8.75,33,21,130,12717,4354,12.8,679,979,48,DRILL,Drilling ahead,Bone Spring Lower,0,,Drlg BS Lower. Made 44ft this tour. Avg ROP 33fph. Bit looks good per MWD. SPP 4354.,22,24,8,16,3.8,64000,10.2,28,15.0,85.3,198,2.4,13,67,6.75,MTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,287.6,calculated
DDR-162,DL-0773,2025-02-17,06:00,9085,8481,8.75,20,20,136,9516,4042,12.9,696,1013,47,DRILL,Drilling ahead - good progress,Bone Spring Lower,0,,Cont drlg in Bone Sprg Lwr @ 9085'. 20fph. Slight torque increase last 2 stands - up to 9k. Working pipe freely on connections.,22,24,8,16,3.8,64000,10.2,28,15.0,87.4,198,3.2,37,43,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,337.5,calculated
DDR-163,DL-0773,2025-02-17,10:00,9141,8533,8.75,28,20,125,13099,4469,12.3,681,983,38,DRILL,Drilling ahead - good progress,Bone Spring Lower,0,,Drlg ahead 9099-9141' Bone Sprg Lwr. Good drlg. 28fph avg. MW 12.3ppg. Circ clean on connections. No fill on btm.,22,24,8,16,3.8,64000,10.2,28,15.0,85.6,196,3.9,10,70,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,424.0,calculated
DDR-164,DL-0773,2025-02-17,14:00,9217,8605,8.75,38,21,131,9750,4185,12.9,638,1005,48,DRILL,Drilling ahead,Bone Spring Lower,0,,"Making hole in BS Lower. 9217' MD. ROP 38fph, WOB 21k, RPM 131. Tight hole noted ~9193' - reamed thru ok.",22,24,8,16,3.8,64000,10.2,28,15.0,85.7,199,2.9,30,50,6.75,MTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,398.8,calculated
DDR-165,DL-0773,2025-02-17,18:00,9289,8673,8.75,36,19,123,8949,4097,12.8,638,999,47,DRILL,Drilling ahead - ROP improving,Bone Spring Lower,0,,Drlg Bone Sprg Lwr lateral. 36fph. Inc 85.4 az 205.0. DLS ok. Slide ratio 28/52. TF GTF.,22,24,8,16,3.8,64000,10.2,28,15.0,85.4,205,2.5,28,52,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,313.0,calculated
DDR-166,DL-0773,2025-02-18,06:00,9359,8739,8.75,35,19,129,11456,4362,12.8,666,983,42,DRILL,Drilling ahead - slight torque increase,Bone Spring Lower,0,,Drilling 9271 to 9359ft BS Lower. Gas show 42 units @ 9347'. Trip gas only - no connection gas. Cont drlg.,22,24,8,16,3.8,64000,10.2,28,15.0,86.7,198,2.5,40,40,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,366.6,calculated
DDR-167,DL-0773,2025-02-18,10:00,9439,8814,8.75,40,26,139,10099,4022,12.7,656,996,55,DRILL,Drilling ahead - steady,Bone Spring Lower,0,,Drlg ahead BSL @ 9439'. 40fph. Torque 10k steady. Good cuttings returns - grey shale w/ some calc stringers.,22,24,8,16,3.8,64000,10.2,28,15.0,85.2,203,3.0,1,79,6.75,MTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,350.9,calculated
DDR-168,DL-0773,2025-02-18,14:00,9515,8885,8.75,38,21,129,12452,4420,12.5,663,1041,45,DRILL,Drilling ahead - slight torque increase,Bone Spring Lower,0,,Cont drlg 9420-9515 in BSL. 38fph. Pumps running 4420 psi. Flow rate good. No losses.,22,24,8,16,3.8,64000,10.2,28,15.0,85.6,200,3.1,29,51,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,346.2,calculated
DDR-169,DL-0773,2025-02-18,18:00,9515,8885,8.75,0,0,0,0,0,12.8,0,1032,18,NPT,Flow check - gas cut mud,Bone Spring Lower,3,wellbore,"Flow check - gas cut mud. Shut in, monitored. MW 12.8ppg. No flow after 15min. Weighted up 0.3ppg.",22,24,8,16,3.8,64000,10.2,28,15.0,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
